timestamp,temperature_c,humidity_pct,solar_radiation_wm2,wind_speed_ms,building_id,building_type,area_sqm,hour,day_of_week,day_name,month,is_weekend,is_exam_week,is_vacation,is_holiday,occupancy_rate,hvac_power_kwh,lighting_power_kwh,equipment_power_kwh,total_power_kwh,is_anomaly,anomaly_type,anomaly_severity,expected_normal_kwh
2024-01-01 03:00:00,10.3,77.97,0.0,1.5,Central_Library,Library,12000,3,0,Monday,1,0,0,1,0,0.047,18.7,8.52,10.28,38.36,0,Normal,None,38.36
2024-01-01 03:00:00,10.3,77.97,0.0,1.5,Dining_Hall_Mess,Commercial,8000,3,0,Monday,1,0,0,1,0,0.01,11.04,5.14,6.88,23.55,0,Normal,None,23.55
2024-01-01 03:00:00,10.3,77.97,0.0,1.5,Hostel_Boys_Block,Residential,22000,3,0,Monday,1,0,0,1,0,0.22,29.46,16.71,17.39,64.06,0,Normal,None,64.06
2024-01-01 03:00:00,10.3,77.97,0.0,1.5,Hostel_Girls_Block,Residential,18000,3,0,Monday,1,0,0,1,0,0.164,21.57,11.56,14.2,45.73,0,Normal,None,45.73
2024-01-01 04:00:00,5.28,86.1,0.0,6.54,Academic_Block_1,Academic,25000,4,0,Monday,1,0,0,1,0,0.01,49.87,11.7,14.62,75.89,0,Normal,None,75.89
2024-01-01 04:00:00,5.28,86.1,0.0,6.54,Central_Library,Library,12000,4,0,Monday,1,0,0,1,0,0.055,26.18,8.69,10.4,44.88,0,Normal,None,44.88
2024-01-01 04:00:00,5.28,86.1,0.0,6.54,Dining_Hall_Mess,Commercial,8000,4,0,Monday,1,0,0,1,0,0.051,16.36,5.73,6.12,9.791452893367484,1,Power Phase Loss / Sensor Fault,Medium,26.23
2024-01-01 04:00:00,5.28,86.1,0.0,6.54,Hostel_Boys_Block,Residential,22000,4,0,Monday,1,0,0,1,0,0.192,45.84,15.6,20.72,83.21,0,Normal,None,83.21
2024-01-01 04:00:00,5.28,86.1,0.0,6.54,Hostel_Girls_Block,Residential,18000,4,0,Monday,1,0,0,1,0,0.147,34.24,11.01,12.36,58.11,0,Normal,None,58.11
2024-01-01 05:00:00,7.0,83.0,0.0,4.97,Academic_Block_1,Academic,25000,5,0,Monday,1,0,0,1,0,0.01,45.12,11.7,14.15,72.09,0,Normal,None,72.09
2024-01-01 05:00:00,7.0,83.0,0.0,4.97,Central_Library,Library,12000,5,0,Monday,1,0,0,1,0,0.01,22.44,7.72,8.46,40.26,0,Normal,None,40.26
2024-01-01 05:00:00,7.0,83.0,0.0,4.97,Dining_Hall_Mess,Commercial,8000,5,0,Monday,1,0,0,1,0,0.052,14.72,5.75,7.36,27.64,0,Normal,None,27.64
2024-01-01 05:00:00,7.0,83.0,0.0,4.97,Hostel_Boys_Block,Residential,22000,5,0,Monday,1,0,0,1,0,0.169,38.78,14.69,19.93,75.17,0,Normal,None,75.17
2024-01-01 05:00:00,7.0,83.0,0.0,4.97,Hostel_Girls_Block,Residential,18000,5,0,Monday,1,0,0,1,0,0.174,30.85,11.89,15.56,56.47,0,Normal,None,56.47
2024-01-01 06:00:00,10.45,83.62,0.0,2.0,Academic_Block_1,Academic,25000,6,0,Monday,1,0,0,1,0,0.013,35.69,11.84,15.07,61.87,0,Normal,None,61.87
2024-01-01 06:00:00,10.45,83.62,0.0,2.0,Central_Library,Library,12000,6,0,Monday,1,0,0,1,0,0.01,17.86,7.72,8.65,32.51,0,Normal,None,32.51
2024-01-01 06:00:00,10.45,83.62,0.0,2.0,Dining_Hall_Mess,Commercial,8000,6,0,Monday,1,0,0,1,0,0.014,10.95,5.2,5.4,19.47,0,Normal,None,19.47
2024-01-01 06:00:00,10.45,83.62,0.0,2.0,Hostel_Boys_Block,Residential,22000,6,0,Monday,1,0,0,1,0,0.151,26.79,13.98,18.15,58.73,0,Normal,None,58.73
2024-01-01 06:00:00,10.45,83.62,0.0,2.0,Hostel_Girls_Block,Residential,18000,6,0,Monday,1,0,0,1,0,0.197,22.0,12.63,14.49,50.42,0,Normal,None,50.42
2024-01-01 07:00:00,10.79,79.16,184.18,0.82,Academic_Block_1,Academic,25000,7,0,Monday,1,0,0,1,0,0.01,35.38,11.43,13.85,59.65,0,Normal,None,59.65
2024-01-01 07:00:00,10.79,79.16,184.18,0.82,Central_Library,Library,12000,7,0,Monday,1,0,0,1,0,0.151,20.37,8.8,12.83,43.77,0,Normal,None,43.77
2024-01-01 07:00:00,10.79,79.16,184.18,0.82,Dining_Hall_Mess,Commercial,8000,7,0,Monday,1,0,0,1,0,0.104,12.33,5.6,8.17,26.46,0,Normal,None,26.46
2024-01-01 07:00:00,10.79,79.16,184.18,0.82,Hostel_Boys_Block,Residential,22000,7,0,Monday,1,0,0,1,0,0.202,27.91,11.2,20.18,58.62,0,Normal,None,58.62
2024-01-01 07:00:00,10.79,79.16,184.18,0.82,Hostel_Girls_Block,Residential,18000,7,0,Monday,1,0,0,1,0,0.185,21.49,8.65,15.3,43.47,0,Normal,None,43.47
2024-01-01 08:00:00,12.65,84.85,357.55,3.21,Academic_Block_1,Academic,25000,8,0,Monday,1,0,0,1,0,0.01,30.94,11.43,15.6,58.87,0,Normal,None,58.87
2024-01-01 08:00:00,12.65,84.85,357.55,3.21,Central_Library,Library,12000,8,0,Monday,1,0,0,1,0,0.185,18.15,9.1,13.42,42.64,0,Normal,None,42.64
2024-01-01 08:00:00,12.65,84.85,357.55,3.21,Dining_Hall_Mess,Commercial,8000,8,0,Monday,1,0,0,1,0,0.104,11.03,5.6,7.65,26.9,0,Normal,None,26.9
2024-01-01 08:00:00,12.65,84.85,357.55,3.21,Hostel_Boys_Block,Residential,22000,8,0,Monday,1,0,0,1,0,0.147,21.08,10.33,16.28,46.75,0,Normal,None,46.75
2024-01-01 08:00:00,12.65,84.85,357.55,3.21,Hostel_Girls_Block,Residential,18000,8,0,Monday,1,0,0,1,0,0.142,16.35,8.09,12.96,39.13,0,Normal,None,39.13
2024-01-01 09:00:00,12.57,72.73,600.1,5.68,Academic_Block_1,Academic,25000,9,0,Monday,1,0,0,1,0,0.012,32.17,11.47,12.67,56.72,0,Normal,None,56.72
2024-01-01 09:00:00,12.57,72.73,600.1,5.68,Central_Library,Library,12000,9,0,Monday,1,0,0,1,0,0.211,19.53,9.32,15.15,43.41,0,Normal,None,43.41
2024-01-01 09:00:00,12.57,72.73,600.1,5.68,Dining_Hall_Mess,Commercial,8000,9,0,Monday,1,0,0,1,0,0.069,11.84,5.4,6.44,27.0,0,Normal,None,27.0
2024-01-01 09:00:00,12.57,72.73,600.1,5.68,Hostel_Boys_Block,Residential,22000,9,0,Monday,1,0,0,1,0,0.058,20.61,8.92,10.61,42.06,0,Normal,None,42.06
2024-01-01 09:00:00,12.57,72.73,600.1,5.68,Hostel_Girls_Block,Residential,18000,9,0,Monday,1,0,0,1,0,0.088,16.69,7.39,11.31,36.86,0,Normal,None,36.86
2024-01-01 10:00:00,17.11,79.32,691.18,3.95,Academic_Block_1,Academic,25000,10,0,Monday,1,0,0,1,0,0.122,23.01,13.45,21.16,58.1,0,Normal,None,58.1
2024-01-01 10:00:00,17.11,79.32,691.18,3.95,Central_Library,Library,12000,10,0,Monday,1,0,0,1,0,0.218,13.26,9.38,14.6,39.89,0,Normal,None,39.89
2024-01-01 10:00:00,17.11,79.32,691.18,3.95,Dining_Hall_Mess,Commercial,8000,10,0,Monday,1,0,0,1,0,0.01,8.76,5.06,5.63,17.85,0,Normal,None,17.85
2024-01-01 10:00:00,17.11,79.32,691.18,3.95,Hostel_Boys_Block,Residential,22000,10,0,Monday,1,0,0,1,0,0.024,11.72,8.38,10.22,30.75,0,Normal,None,30.75
2024-01-01 10:00:00,17.11,79.32,691.18,3.95,Hostel_Girls_Block,Residential,18000,10,0,Monday,1,0,0,1,0,0.052,9.01,6.92,9.6,28.65,0,Normal,None,28.65
2024-01-01 11:00:00,18.25,75.2,644.81,2.62,Academic_Block_1,Academic,25000,11,0,Monday,1,0,0,1,0,0.148,22.83,13.91,21.76,58.36,0,Normal,None,58.36
2024-01-01 11:00:00,18.25,75.2,644.81,2.62,Central_Library,Library,12000,11,0,Monday,1,0,0,1,0,0.242,13.08,9.59,15.84,40.01,0,Normal,None,40.01
2024-01-01 11:00:00,18.25,75.2,644.81,2.62,Dining_Hall_Mess,Commercial,8000,11,0,Monday,1,0,0,1,0,0.103,8.58,5.59,6.78,20.83,0,Normal,None,20.83
2024-01-01 11:00:00,18.25,75.2,644.81,2.62,Hostel_Boys_Block,Residential,22000,11,0,Monday,1,0,0,1,0,0.01,11.54,8.16,9.96,28.34,0,Normal,None,28.34
2024-01-01 11:00:00,18.25,75.2,644.81,2.62,Hostel_Girls_Block,Residential,18000,11,0,Monday,1,0,0,1,0,0.051,8.83,6.91,11.59,26.52,0,Normal,None,26.52
2024-01-01 12:00:00,18.11,70.75,792.85,3.54,Academic_Block_1,Academic,25000,12,0,Monday,1,0,0,1,0,0.136,23.42,13.7,19.96,58.27,0,Normal,None,58.27
2024-01-01 12:00:00,18.11,70.75,792.85,3.54,Central_Library,Library,12000,12,0,Monday,1,0,0,1,0,0.262,13.67,9.76,15.53,38.97,0,Normal,None,38.97
2024-01-01 12:00:00,18.11,70.75,792.85,3.54,Dining_Hall_Mess,Commercial,8000,12,0,Monday,1,0,0,1,0,0.12,9.17,5.69,9.89,25.86,0,Normal,None,25.86
2024-01-01 12:00:00,18.11,70.75,792.85,3.54,Hostel_Boys_Block,Residential,22000,12,0,Monday,1,0,0,1,0,0.06,12.13,8.95,11.53,31.21,0,Normal,None,31.21
2024-01-01 12:00:00,18.11,70.75,792.85,3.54,Hostel_Girls_Block,Residential,18000,12,0,Monday,1,0,0,1,0,0.028,9.42,6.61,9.33,25.69,0,Normal,None,25.69
2024-01-01 13:00:00,20.9,80.68,901.03,3.98,Academic_Block_1,Academic,25000,13,0,Monday,1,0,0,1,0,0.178,23.85,14.45,25.24,64.52,0,Normal,None,64.52
2024-01-01 13:00:00,20.9,80.68,901.03,3.98,Central_Library,Library,12000,13,0,Monday,1,0,0,1,0,0.19,14.1,9.14,14.66,37.39,0,Normal,None,37.39
2024-01-01 13:00:00,20.9,80.68,901.03,3.98,Dining_Hall_Mess,Commercial,8000,13,0,Monday,1,0,0,1,0,0.138,9.6,5.79,8.04,21.52,0,Normal,None,21.52
2024-01-01 13:00:00,20.9,80.68,901.03,3.98,Hostel_Boys_Block,Residential,22000,13,0,Monday,1,0,0,1,0,0.086,12.56,9.36,14.14,36.54,0,Normal,None,36.54
2024-01-01 13:00:00,20.9,80.68,901.03,3.98,Hostel_Girls_Block,Residential,18000,13,0,Monday,1,0,0,1,0,0.032,9.85,6.66,8.41,22.98,0,Normal,None,22.98
2024-01-01 14:00:00,20.26,80.71,760.37,2.71,Academic_Block_1,Academic,25000,14,0,Monday,1,0,0,1,0,0.136,23.29,13.7,22.83,56.55,0,Normal,None,56.55
2024-01-01 14:00:00,20.26,80.71,760.37,2.71,Central_Library,Library,12000,14,0,Monday,1,0,0,1,0,0.279,13.54,9.91,17.25,41.87,0,Normal,None,41.87
2024-01-01 14:00:00,20.26,80.71,760.37,2.71,Dining_Hall_Mess,Commercial,8000,14,0,Monday,1,0,0,1,0,0.122,9.04,5.7,6.72,19.65,0,Normal,None,19.65
2024-01-01 14:00:00,20.26,80.71,760.37,2.71,Hostel_Boys_Block,Residential,22000,14,0,Monday,1,0,0,1,0,0.01,12.0,8.16,9.67,29.27,0,Normal,None,29.27
2024-01-01 14:00:00,20.26,80.71,760.37,2.71,Hostel_Girls_Block,Residential,18000,14,0,Monday,1,0,0,1,0,0.058,9.29,7.0,9.6,28.02,0,Normal,None,28.02
2024-01-01 15:00:00,18.06,66.56,582.8,3.71,Academic_Block_1,Academic,25000,15,0,Monday,1,0,0,1,0,0.052,22.58,12.19,14.29,48.67,0,Normal,None,48.67
2024-01-01 15:00:00,18.06,66.56,582.8,3.71,Central_Library,Library,12000,15,0,Monday,1,0,0,1,0,0.329,12.83,10.34,15.71,37.92,0,Normal,None,37.92
2024-01-01 15:00:00,18.06,66.56,582.8,3.71,Dining_Hall_Mess,Commercial,8000,15,0,Monday,1,0,0,1,0,0.01,8.33,5.06,6.18,16.76,0,Normal,None,16.76
2024-01-01 15:00:00,18.06,66.56,582.8,3.71,Hostel_Boys_Block,Residential,22000,15,0,Monday,1,0,0,1,0,0.019,11.29,8.3,8.93,27.63,0,Normal,None,27.63
2024-01-01 15:00:00,18.06,66.56,582.8,3.71,Hostel_Girls_Block,Residential,18000,15,0,Monday,1,0,0,1,0,0.01,8.58,6.38,7.9,22.53,0,Normal,None,22.53
2024-01-01 16:00:00,20.08,74.15,360.32,1.1,Academic_Block_1,Academic,25000,16,0,Monday,1,0,0,1,0,0.061,21.69,12.35,17.03,52.59,0,Normal,None,52.59
2024-01-01 16:00:00,20.08,74.15,360.32,1.1,Central_Library,Library,12000,16,0,Monday,1,0,0,1,0,0.351,11.94,10.53,64.67283220505473,89.32283220505472,1,Heavy Equipment Overload,Critical,43.29
2024-01-01 16:00:00,20.08,74.15,360.32,1.1,Dining_Hall_Mess,Commercial,8000,16,0,Monday,1,0,0,1,0,0.01,7.44,5.06,4.28,16.99,0,Normal,None,16.99
2024-01-01 16:00:00,20.08,74.15,360.32,1.1,Hostel_Boys_Block,Residential,22000,16,0,Monday,1,0,0,1,0,0.065,10.4,9.03,14.29,32.7,0,Normal,None,32.7
2024-01-01 16:00:00,20.08,74.15,360.32,1.1,Hostel_Girls_Block,Residential,18000,16,0,Monday,1,0,0,1,0,0.033,7.69,6.68,8.4,24.92,0,Normal,None,24.92
2024-01-01 17:00:00,17.14,78.32,196.87,1.95,Academic_Block_1,Academic,25000,17,0,Monday,1,0,0,1,0,0.01,21.04,11.43,14.76,45.69,0,Normal,None,45.69
2024-01-01 17:00:00,17.14,78.32,196.87,1.95,Central_Library,Library,12000,17,0,Monday,1,0,0,1,0,0.334,11.29,10.39,17.12,37.95,0,Normal,None,37.95
2024-01-01 17:00:00,17.14,78.32,196.87,1.95,Dining_Hall_Mess,Commercial,8000,17,0,Monday,1,0,0,1,0,0.01,6.79,5.06,6.33,17.4,0,Normal,None,17.4
2024-01-01 17:00:00,17.14,78.32,196.87,1.95,Hostel_Boys_Block,Residential,22000,17,0,Monday,1,0,0,1,0,0.034,9.75,8.54,9.83,26.9,0,Normal,None,26.9
2024-01-01 17:00:00,17.14,78.32,196.87,1.95,Hostel_Girls_Block,Residential,18000,17,0,Monday,1,0,0,1,0,0.029,7.04,6.63,7.38,9.129820147208855,1,Power Phase Loss / Sensor Fault,Medium,22.68
2024-01-01 18:00:00,19.58,75.56,0.0,5.56,Academic_Block_1,Academic,25000,18,0,Monday,1,0,0,1,0,0.043,20.25,13.18,16.31,47.2,0,Normal,None,47.2
2024-01-01 18:00:00,19.58,75.56,0.0,5.56,Central_Library,Library,12000,18,0,Monday,1,0,0,1,0,0.278,10.5,13.5,15.9,43.6,0,Normal,None,43.6
2024-01-01 18:00:00,19.58,75.56,0.0,5.56,Dining_Hall_Mess,Commercial,8000,18,0,Monday,1,0,0,1,0,0.081,6.0,6.17,7.73,18.54,0,Normal,None,18.54
2024-01-01 18:00:00,19.58,75.56,0.0,5.56,Hostel_Boys_Block,Residential,22000,18,0,Monday,1,0,0,1,0,0.177,8.96,15.01,16.45,42.19,0,Normal,None,42.19
2024-01-01 18:00:00,19.58,75.56,0.0,5.56,Hostel_Girls_Block,Residential,18000,18,0,Monday,1,0,0,1,0,0.162,6.25,11.5,15.98,33.45,0,Normal,None,33.45
2024-01-01 19:00:00,16.76,81.83,0.0,5.7,Academic_Block_1,Academic,25000,19,0,Monday,1,0,0,1,0,0.01,20.25,11.7,15.57,47.31,0,Normal,None,47.31
2024-01-01 19:00:00,16.76,81.83,0.0,5.7,Central_Library,Library,12000,19,0,Monday,1,0,0,1,0,0.209,10.5,12.01,14.83,37.79,0,Normal,None,37.79
2024-01-01 19:00:00,16.76,81.83,0.0,5.7,Dining_Hall_Mess,Commercial,8000,19,0,Monday,1,0,0,1,0,0.152,6.0,7.19,9.71,22.43,0,Normal,None,22.43
2024-01-01 19:00:00,16.76,81.83,0.0,5.7,Hostel_Boys_Block,Residential,22000,19,0,Monday,1,0,0,1,0,0.182,8.96,15.21,18.05,41.78,0,Normal,None,41.78
2024-01-01 19:00:00,16.76,81.83,0.0,5.7,Hostel_Girls_Block,Residential,18000,19,0,Monday,1,0,0,1,0,0.181,6.25,12.11,15.6,33.96,0,Normal,None,33.96
2024-01-01 20:00:00,15.2,82.09,0.0,4.43,Academic_Block_1,Academic,25000,20,0,Monday,1,0,0,1,0,0.01,22.46,11.7,15.36,50.3,0,Normal,None,50.3
2024-01-01 20:00:00,15.2,82.09,0.0,4.43,Central_Library,Library,12000,20,0,Monday,1,0,0,1,0,0.213,12.05,12.1,14.75,36.91,0,Normal,None,36.91
2024-01-01 20:00:00,15.2,82.09,0.0,4.43,Dining_Hall_Mess,Commercial,8000,20,0,Monday,1,0,0,1,0,0.083,6.83,6.2,9.31,20.87,0,Normal,None,20.87
2024-01-01 20:00:00,15.2,82.09,0.0,4.43,Hostel_Boys_Block,Residential,22000,20,0,Monday,1,0,0,1,0,0.233,11.89,17.23,21.59,51.88,0,Normal,None,51.88
2024-01-01 20:00:00,15.2,82.09,0.0,4.43,Hostel_Girls_Block,Residential,18000,20,0,Monday,1,0,0,1,0,0.114,8.22,9.94,11.36,29.39,0,Normal,None,29.39
2024-01-01 21:00:00,12.88,79.55,0.0,1.86,Academic_Block_1,Academic,25000,21,0,Monday,1,0,0,1,0,0.01,28.87,11.7,14.32,54.2,0,Normal,None,54.2
2024-01-01 21:00:00,12.88,79.55,0.0,1.86,Central_Library,Library,12000,21,0,Monday,1,0,0,1,0,0.181,16.25,11.41,13.54,43.17,0,Normal,None,43.17
2024-01-01 21:00:00,12.88,79.55,0.0,1.86,Dining_Hall_Mess,Commercial,8000,21,0,Monday,1,0,0,1,0,0.121,9.46,6.74,8.15,24.77,0,Normal,None,24.77
2024-01-01 21:00:00,12.88,79.55,0.0,1.86,Hostel_Boys_Block,Residential,22000,21,0,Monday,1,0,0,1,0,0.215,20.09,16.51,20.87,58.61,0,Normal,None,58.61
2024-01-01 21:00:00,12.88,79.55,0.0,1.86,Hostel_Girls_Block,Residential,18000,21,0,Monday,1,0,0,1,0,0.237,15.67,13.93,17.1,46.66,0,Normal,None,46.66
2024-01-01 22:00:00,14.88,86.19,0.0,2.65,Academic_Block_1,Academic,25000,22,0,Monday,1,0,0,1,0,0.056,23.67,13.77,18.86,58.24,0,Normal,None,58.24
2024-01-01 22:00:00,14.88,86.19,0.0,2.65,Central_Library,Library,12000,22,0,Monday,1,0,0,1,0,0.128,12.39,10.26,13.04,35.11,0,Normal,None,35.11
2024-01-01 22:00:00,14.88,86.19,0.0,2.65,Dining_Hall_Mess,Commercial,8000,22,0,Monday,1,0,0,1,0,0.026,7.03,5.37,8.42,20.45,0,Normal,None,20.45
2024-01-01 22:00:00,14.88,86.19,0.0,2.65,Hostel_Boys_Block,Residential,22000,22,0,Monday,1,0,0,1,0,0.214,12.95,16.47,21.08,47.88,0,Normal,None,47.88
2024-01-01 22:00:00,14.88,86.19,0.0,2.65,Hostel_Girls_Block,Residential,18000,22,0,Monday,1,0,0,1,0,0.169,9.29,11.73,15.46,36.47,0,Normal,None,36.47
2024-01-01 23:00:00,11.08,83.49,0.0,3.97,Academic_Block_1,Academic,25000,23,0,Monday,1,0,0,1,0,0.01,33.84,11.7,14.99,63.3,0,Normal,None,63.3
2024-01-01 23:00:00,11.08,83.49,0.0,3.97,Central_Library,Library,12000,23,0,Monday,1,0,0,1,0,0.12,18.66,10.09,12.35,38.3,0,Normal,None,38.3
2024-01-01 23:00:00,11.08,83.49,0.0,3.97,Dining_Hall_Mess,Commercial,8000,23,0,Monday,1,0,0,1,0,0.01,10.35,5.14,5.07,22.6,0,Normal,None,22.6
2024-01-01 23:00:00,11.08,83.49,0.0,3.97,Hostel_Boys_Block,Residential,22000,23,0,Monday,1,0,0,1,0,0.212,26.43,16.4,18.71,61.56,0,Normal,None,61.56
2024-01-01 23:00:00,11.08,83.49,0.0,3.97,Hostel_Girls_Block,Residential,18000,23,0,Monday,1,0,0,1,0,0.193,20.12,12.5,14.71,45.71,0,Normal,None,45.71
2024-01-02 00:00:00,9.42,79.5,0.0,5.7,Academic_Block_1,Academic,25000,0,1,Tuesday,1,0,0,1,0,0.01,38.43,11.7,13.7,60.94,0,Normal,None,60.94
2024-01-02 00:00:00,9.42,79.5,0.0,5.7,Central_Library,Library,12000,0,1,Tuesday,1,0,0,1,0,0.01,19.23,7.72,8.51,38.29,0,Normal,None,38.29
2024-01-02 00:00:00,9.42,79.5,0.0,5.7,Dining_Hall_Mess,Commercial,8000,0,1,Tuesday,1,0,0,1,0,0.108,13.12,6.56,9.07,28.96,0,Normal,None,28.96
2024-01-02 00:00:00,9.42,79.5,0.0,5.7,Hostel_Boys_Block,Residential,22000,0,1,Tuesday,1,0,0,1,0,0.187,31.42,15.41,19.21,65.3,0,Normal,None,65.3
2024-01-02 00:00:00,9.42,79.5,0.0,5.7,Hostel_Girls_Block,Residential,18000,0,1,Tuesday,1,0,0,1,0,0.208,25.25,12.99,13.94,52.44,0,Normal,None,52.44
2024-01-02 01:00:00,8.68,79.21,0.0,4.59,Academic_Block_1,Academic,25000,1,1,Tuesday,1,0,0,1,0,0.01,40.48,11.7,13.5,65.1,0,Normal,None,65.1
2024-01-02 01:00:00,8.68,79.21,0.0,4.59,Central_Library,Library,12000,1,1,Tuesday,1,0,0,1,0,0.01,20.21,7.72,10.36,42.4,0,Normal,None,42.4
2024-01-02 01:00:00,8.68,79.21,0.0,4.59,Dining_Hall_Mess,Commercial,8000,1,1,Tuesday,1,0,0,1,0,0.01,12.47,5.14,6.28,21.96,0,Normal,None,21.96
2024-01-02 01:00:00,8.68,79.21,0.0,4.59,Hostel_Boys_Block,Residential,22000,1,1,Tuesday,1,0,0,1,0,0.208,34.79,16.24,18.73,70.39,0,Normal,None,70.39
2024-01-02 01:00:00,8.68,79.21,0.0,4.59,Hostel_Girls_Block,Residential,18000,1,1,Tuesday,1,0,0,1,0,0.243,28.55,14.12,16.3,59.51,0,Normal,None,59.51
2024-01-02 02:00:00,9.72,85.67,0.0,1.59,Academic_Block_1,Academic,25000,2,1,Tuesday,1,0,0,1,0,0.029,38.35,12.56,16.34,63.82,0,Normal,None,63.82
2024-01-02 02:00:00,9.72,85.67,0.0,1.59,Central_Library,Library,12000,2,1,Tuesday,1,0,0,1,0,0.065,19.87,8.9,11.78,41.35,0,Normal,None,41.35
2024-01-02 02:00:00,9.72,85.67,0.0,1.59,Dining_Hall_Mess,Commercial,8000,2,1,Tuesday,1,0,0,1,0,0.051,12.07,5.73,6.55,21.52,0,Normal,None,21.52
2024-01-02 02:00:00,9.72,85.67,0.0,1.59,Hostel_Boys_Block,Residential,22000,2,1,Tuesday,1,0,0,1,0,0.206,31.05,16.16,20.87,68.67,0,Normal,None,68.67
2024-01-02 02:00:00,9.72,85.67,0.0,1.59,Hostel_Girls_Block,Residential,18000,2,1,Tuesday,1,0,0,1,0,0.177,23.5,11.98,13.33,46.53,0,Normal,None,46.53
2024-01-02 03:00:00,9.24,77.86,0.0,3.27,Academic_Block_1,Academic,25000,3,1,Tuesday,1,0,0,1,0,0.022,39.44,12.24,13.92,66.59,0,Normal,None,66.59
2024-01-02 03:00:00,9.24,77.86,0.0,3.27,Central_Library,Library,12000,3,1,Tuesday,1,0,0,1,0,0.052,20.32,8.62,10.39,40.31,0,Normal,None,40.31
2024-01-02 03:00:00,9.24,77.86,0.0,3.27,Dining_Hall_Mess,Commercial,8000,3,1,Tuesday,1,0,0,1,0,0.01,11.98,5.14,4.66,23.16,0,Normal,None,23.16
2024-01-02 03:00:00,9.24,77.86,0.0,3.27,Hostel_Boys_Block,Residential,22000,3,1,Tuesday,1,0,0,1,0,0.091,28.43,11.6,12.99,54.04,0,Normal,None,54.04
2024-01-02 03:00:00,9.24,77.86,0.0,3.27,Hostel_Girls_Block,Residential,18000,3,1,Tuesday,1,0,0,1,0,0.134,23.5,10.59,12.76,49.11,0,Normal,None,49.11
